id,title,day,month,year,IMDB_url,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,OMDb_imdbRating,OMDb_Year,OMDb_Genre,OMDb_Rated,OMDb_Runtime,OMDb_Plot,OMDb_Ratings,OMDb_BoxOffice,OMDb_Metascore,OMDb_imdbVotes,OMDb_Released,OMDb_Poster,OMDb_Rating
852,The Bloody Child,26,10,1996,http://us.imdb.com/M/title/exact?Bloody%20Child%2C%20The%20%281996%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,1996,"Crime, Drama",N/A,85 min,"A man is discovered digging a grave for his wife in the middle of the desert, and is arrested for her murder.","[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,N/A,199,26 Oct 1996,https://m.media-amazon.com/images/M/MV5BMTQ4OTI1MTMwN15BMl5BanBnXkFtZTcwNTQ3MjUzMQ@@._V1_SX300.jpg,5.0
853,Braindead ,1,1,1992,http://us.imdb.com/M/title/exact?Braindead%20(1992),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,2016,"Comedy, Drama, Horror",TV-14,1 min,A government employee discovers that the cause of the tensions between the two political parties is a race of extraterrestrial insects eating the brains of the politicians.,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",,N/A,"12,290",13 Jun 2016,https://m.media-amazon.com/images/M/MV5BMTg4MzgzOTAyNl5BMl5BanBnXkFtZTgwNzYxNjg0ODE@._V1_SX300.jpg,8.0
854,Bad Taste ,1,1,1987,http://us.imdb.com/M/title/exact?Bad%20Taste%20(1987),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,1987,"Comedy, Horror, Sci-Fi",Not Rated,91 min,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",N/A,52,"49,956",21 Jun 1989,https://m.media-amazon.com/images/M/MV5BYzgxZDRmOGEtYzY4NS00NmVkLTgyZTctYWUwMTIwMDhlZWI2XkEyXkFqcGc@._V1_SX300.jpg,6.5
855,Diva ,1,1,1981,http://us.imdb.com/M/title/exact?Diva%20(1981),0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,,1981,"Crime, Music, Thriller",R,117 min,"Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed all twist their way through an intricate and stylish French-language thriller.","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]","$183,425",N/A,"14,539",23 Apr 1982,https://m.media-amazon.com/images/M/MV5BZmI5MmJjNTktZDUwOS00MWM5LWE0MzYtZWY3MzRiOTg0MjIwXkEyXkFqcGc@._V1_SX300.jpg,7.1
856,Night on Earth ,1,1,1991,http://us.imdb.com/M/title/exact?Night%20on%20Earth%20(1991),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1991,"Comedy, Drama",R,129 min,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '68/100'}]","$2,015,810",68,"67,507",12 Dec 1991,https://m.media-amazon.com/images/M/MV5BYmEyYjE0NjgtNTFmMy00ZmY1LTg2MWUtYTU4MjdmYWJmYzMyXkEyXkFqcGc@._V1_SX300.jpg,7.7
857,Paris Was a Woman ,8,11,1996,http://us.imdb.com/M/title/exact?Paris%20Was%20a%20Woman%20(1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1996,Documentary,Not Rated,75 min,"Female artists, writers, photographers, designers, and adventurers are settled in Paris between the wars.","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]","$44,774",N/A,186,08 Nov 1996,https://m.media-amazon.com/images/M/MV5BMTM5NDk3MDI4MF5BMl5BanBnXkFtZTcwNjAzOTYyMQ@@._V1_SX300.jpg,7.2
858,Amityville: Dollhouse ,1,1,1996,http://us.imdb.com/M/title/exact?Amityville:%20Dollhouse%20(1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1996,Horror,R,93 min,"A children's doll house, which is a miniature of the infamous haunted Long Island house, is given to a young girl where the demonic evil soon comes out to cause more terror.","[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,N/A,"2,186",18 Feb 1997,https://m.media-amazon.com/images/M/MV5BYzEzYjUzNGItOGU3Zi00ZDQ1LWI2NTktNzRmMzAxN2NhODBjXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_SX300.jpg,4.2
859,April Fool's Day ,1,1,1986,http://us.imdb.com/M/title/exact?April%20Fool's%20Day%20(1986),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,1986,"Horror, Mystery",R,89 min,"Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems.","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '49/100'}]","$12,947,763",49,"18,857",28 Mar 1986,https://m.media-amazon.com/images/M/MV5BYjY0MTYxN2QtMjEwYy00MzRjLWIyZmYtYjczNjU5NDAwMWEzXkEyXkFqcGc@._V1_SX300.jpg,6.1
860,The Believers,1,1,1987,"http://us.imdb.com/M/title/exact?Believers,%20The%20(1987)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1987,"Crime, Drama, Horror",R,114 min,"Cal Jamison, a police psychologist, is forced to deal with a series of ritualistic murders and a malevolent cult.","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '40/100'}]","$18,753,438",40,"8,408",10 Jun 1987,https://m.media-amazon.com/images/M/MV5BYjQ2MWI2M2YtMjY1Mi00OTJkLThhZmUtYzI3MWM5ZDA5MGFjXkEyXkFqcGc@._V1_SX300.jpg,6.1
861,Nosferatu a Venezia ,1,1,1986,http://us.imdb.com/M/title/exact?Nosferatu%20a%20Venezia%20(1986),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
862,Jingle All the Way ,22,11,1996,http://us.imdb.com/M/title/exact?Jingle%20All%20the%20Way%20(1996),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Adventure, Comedy, Family",PG,89 min,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '34/100'}]","$60,592,389",34,"118,062",22 Nov 1996,https://m.media-amazon.com/images/M/MV5BNDgzMjQ0YTctZGJhNy00ZjJjLTk5YWMtZmI2YTgwOTJmYWJkXkEyXkFqcGc@._V1_SX300.jpg,5.7
863,The Garden of Finzi/Contini,8,11,1996,"http://us.imdb.com/M/title/exact?Giardino%20dei%20Finzi/Contini,%20Il%20(1970)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
864,My Fellow Americans ,20,12,1996,http://us.imdb.com/M/title/exact?My%20Fellow%20Americans%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Adventure, Comedy",PG-13,101 min,"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","$22,313,201",49,"16,126",20 Dec 1996,https://m.media-amazon.com/images/M/MV5BOWYzMzE2OTQtZTNkOS00M2U4LWExYTYtNWE1Yjc3YjJhYjZhXkEyXkFqcGc@._V1_SX300.jpg,6.5
865,The Ice Storm,1,1,1997,http://us.imdb.com/M/title/exact?Ice+Storm%2C+The+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1997,Drama,R,112 min,"In 1973 suburbia, several middle-class families experimenting with substance abuse and the swinging lifestyle find their lives spinning beyond their control.","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '72/100'}]","$8,038,061",72,"61,346",26 Nov 1997,https://m.media-amazon.com/images/M/MV5BMzljZTk2MzMtOTAwNi00MTBlLWI0ODYtODgwYTE4NmM1YWIwXkEyXkFqcGc@._V1_SX300.jpg,7.3
866,Michael ,25,12,1996,http://us.imdb.com/M/title/exact?Michael%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1996,"Comedy, Drama, Fantasy",PG,105 min,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '38/100'}]","$95,318,203",38,"45,562",25 Dec 1996,https://m.media-amazon.com/images/M/MV5BYjVkZGQ0MzgtNmQyNS00MzI3LWEzZjItNDdhMDk1NjQ3ZDcyXkEyXkFqcGc@._V1_SX300.jpg,5.7
867,The Whole Wide World,25,12,1996,"http://us.imdb.com/M/title/exact?Whole%20Wide%20World,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1996,"Biography, Drama, Romance",PG,111 min,"In 1933 Texas, a schoolteacher and aspiring writer meets a pulp fiction writer, and a relationship soon develops between the two, but it is doomed by his slavishly devotion to his ailing mother and insistence on his freedom.","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}]","$375,757",N/A,"4,162",20 Dec 1996,https://m.media-amazon.com/images/M/MV5BMDM1YTQzMTYtZDgwNS00NDBkLTllMTQtYjI1YmM1YzkxNmZhXkEyXkFqcGc@._V1_SX300.jpg,7.0
868,Hearts and Minds ,10,1,1997,http://us.imdb.com/M/title/exact?Hearts%20and%20Minds%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1974,"Documentary, History, War",R,112 min,A startling and courageous landmark documentary that unflinchingly confronted the United States' involvement in Vietnam at the height of the controversy that surrounded it.,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '68/100'}]","$28,754",68,"6,281",17 Nov 1975,https://m.media-amazon.com/images/M/MV5BN2Y2NjIwNzctNDQyNy00MjJjLTljZjItNDA0NDI4NDUyZjgxXkEyXkFqcGc@._V1_SX300.jpg,8.2
869,Fools Rush In ,14,2,1997,http://us.imdb.com/M/title/exact?Fools%20Rush%20In%20(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1997,"Comedy, Drama, Romance",PG-13,109 min,"After a one-night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '37/100'}]","$29,481,428",37,"40,344",14 Feb 1997,https://m.media-amazon.com/images/M/MV5BMzg4ZjA0OTUtNDIwMy00ODc0LTg2NzgtNTk4ODExYTJmYmZhXkEyXkFqcGc@._V1_SX300.jpg,6.1
870,Touch ,14,2,1997,http://us.imdb.com/M/title/exact?Touch%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2012–2013,"Drama, Mystery, Sci-Fi",TV-PG,43 min,A widower struggling to raise his emotionally challenged son discovers that he can predict events before they happen.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",,N/A,"43,569",25 Jan 2012,https://m.media-amazon.com/images/M/MV5BNTI3OTcwNTk3Ml5BMl5BanBnXkFtZTcwNzA3NzAzNw@@._V1_SX300.jpg,7.3
871,Vegas Vacation ,14,2,1997,http://us.imdb.com/M/title/exact?Vegas%20Vacation%20(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1997,Comedy,PG,93 min,"In the fourth outing for the vacation franchise, the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation.","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '20/100'}]","$36,400,360",20,"54,056",14 Feb 1997,https://m.media-amazon.com/images/M/MV5BMTQwZmVkMGUtMWEzNi00N2MzLThkMDItZDI2YjJiYzMxZDEzXkEyXkFqcGc@._V1_SX300.jpg,5.9
872,Love Jones ,14,3,1997,http://us.imdb.com/M/title/exact?Love%20Jones%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1997,"Comedy, Drama, Romance",R,109 min,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Mosley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their fri...","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","$12,479,335",65,"5,796",14 Mar 1997,https://m.media-amazon.com/images/M/MV5BZTUxMzNmMmUtMDNmZC00MDhkLWJiMmEtNzhlYjY5ZDg3M2Q3XkEyXkFqcGc@._V1_SX300.jpg,7.3
873,Picture Perfect ,1,8,1997,http://us.imdb.com/M/title/exact?Picture+Perfect+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1997,"Comedy, Drama, Romance",PG-13,101 min,"Shy awkward young Mercer Advertising Agency executive Kate Mosley's life becomes increasingly complicated when she attempts to impress her boss by pretending to be engaged to wedding photographer Nick, whom she has just met.","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '44/100'}]","$31,407,873",44,"21,805",01 Aug 1997,https://m.media-amazon.com/images/M/MV5BZDVkM2I3ZTgtNmQ0YS00M2M3LWJhMzYtOWJjZjA3ZWRmOGY4XkEyXkFqcGc@._V1_SX300.jpg,5.5
874,Career Girls ,8,8,1997,http://us.imdb.com/M/title/exact?Career+Girls+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1997,"Comedy, Drama",R,83 min,"2 young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '76/100'}]","$2,416,734",76,"6,218",08 Aug 1997,https://m.media-amazon.com/images/M/MV5BNzZiNzNjOGItNzVlZC00MGU0LTgyMDItZGJjZTFiOTZmZDU2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,7.1
875,She's So Lovely ,22,8,1997,http://us.imdb.com/M/title/exact?She%27s+So+Lovely+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,1997,"Drama, Romance",R,100 min,"After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '61/100'}]","$7,281,450",61,"8,863",29 Aug 1997,https://m.media-amazon.com/images/M/MV5BNTU1ZWFkMWUtMWI3Mi00MjFlLWFlNzUtMDQxNmViZTNlNWQyXkEyXkFqcGc@._V1_SX300.jpg,5.9
876,Money Talks ,22,8,1997,http://us.imdb.com/M/title/exact?Money+Talks+(1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1997,"Action, Comedy, Crime",R,97 min,"Sought by police and criminals, a small-time hustler makes a deal with a TV newsman for protection.","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}]","$40,922,619",N/A,"31,830",22 Aug 1997,https://m.media-amazon.com/images/M/MV5BY2JjM2I0YmMtMzQ3MC00MTc0LWI1MTEtZDVlNTMyMmU0YThhXkEyXkFqcGc@._V1_SX300.jpg,6.2
877,Excess Baggage ,1,1,1997,http://us.imdb.com/M/title/exact?Excess+Baggage+(1997),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1997,"Action, Comedy, Crime",PG-13,101 min,"A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '34/100'}]","$14,515,490",34,"14,546",29 Aug 1997,https://m.media-amazon.com/images/M/MV5BY2YyYzNhMjEtNTJhZC00MjZlLWJhNDAtMDFlY2I1MDkyM2VmXkEyXkFqcGc@._V1_SX300.jpg,5.4
878,That Darn Cat! ,14,2,1997,http://us.imdb.com/M/title/exact?That%20Darn%20Cat%20(1997),0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,1965,"Comedy, Crime, Family",G,116 min,"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '71/100'}]","$28,062,222",71,"8,170",02 Dec 1965,https://m.media-amazon.com/images/M/MV5BNTFjYjAyNGEtZjdlZS00NDZlLWE0ZjUtNzIyZTY5NTNkMDgzXkEyXkFqcGc@._V1_SX300.jpg,6.7
879,The Peacemaker,1,1,1997,http://us.imdb.com/M/title/exact?Peacemaker%2C+The+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1997,"Action, Drama, Thriller",R,124 min,A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they're used by terrorists.,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '43/100'}]","$41,263,140",43,"64,073",26 Sep 1997,https://m.media-amazon.com/images/M/MV5BZGJkYTc0ZDAtZWY0Ny00OTg0LWIyMmEtOTY2OTgyYmU3NzRmXkEyXkFqcGc@._V1_SX300.jpg,6.0
880,Soul Food ,1,1,1997,http://us.imdb.com/M/title/exact?Soul+Food+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1997,"Comedy, Drama",R,115 min,"One person can keep a family together and, when that one person is gone, a family can be torn apart.","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '68/100'}]","$43,700,855",68,"9,135",26 Sep 1997,https://m.media-amazon.com/images/M/MV5BMTA1ODE4N2EtM2Q0MS00MTA4LTg2ZTctYWNjMTY2NzYxYmE0XkEyXkFqcGdeQXVyNzUwMjYzMjA@._V1_SX300.jpg,7.0
881,Money Talks ,22,8,1997,http://us.imdb.com/M/title/exact?Money+Talks+(1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1997,"Action, Comedy, Crime",R,97 min,"Sought by police and criminals, a small-time hustler makes a deal with a TV newsman for protection.","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}]","$40,922,619",N/A,"31,830",22 Aug 1997,https://m.media-amazon.com/images/M/MV5BY2JjM2I0YmMtMzQ3MC00MTc0LWI1MTEtZDVlNTMyMmU0YThhXkEyXkFqcGc@._V1_SX300.jpg,6.2
882,Washington Square ,1,1,1997,http://us.imdb.com/M/title/exact?Washington+Square+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1997,"Drama, Romance",PG,115 min,"In this adaptation of the Henry James novel set in 19th-century New York City, a wealthy spinster with an overbearing father is pursued by a handsome fortune hunter who may be only after her money.","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}]","$1,851,761",N/A,"3,728",10 Oct 1997,https://m.media-amazon.com/images/M/MV5BNzY3YzVhNzEtZGI2Zi00NGVmLWE2MGQtYTA1NjRmMjMzM2UxXkEyXkFqcGc@._V1_SX300.jpg,6.7
883,Telling Lies in America ,1,1,1997,http://us.imdb.com/M/title/exact?Telling+Lies+in+America+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1997,"Drama, Music",PG-13,101 min,"A loner befriends a local celebrity, Billy Magic, but he soon begins to tell lies in order to maintain the friendship and the newfound status.","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","$318,809",65,"2,471",15 Oct 1997,https://m.media-amazon.com/images/M/MV5BZjA1MDljOTItZWVkMC00Nzg2LTg1MmItMzcyZDllMDU2Y2RkXkEyXkFqcGc@._V1_SX300.jpg,6.2
884,Year of the Horse ,1,1,1997,http://us.imdb.com/M/title/exact?Year+of+the+Horse+(1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1997,"Documentary, Music",R,106 min,"This film documents Neil Young and Crazy Horse's 1996 concert tour. Jim Jarmusch interviews the band about their long history, and we see backstage footage from the 1970s and 1980s.","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '58/100'}]","$189,491",58,"1,985",08 Oct 1997,https://m.media-amazon.com/images/M/MV5BNzdjMzYzM2ItMzVmOC00NDcyLWE3YjgtNTQ2ZDQ0ZjQ2YmZkXkEyXkFqcGc@._V1_SX300.jpg,6.6
885,Phantoms ,1,1,1998,http://us.imdb.com/M/title/exact?Phantoms+(1998),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1998,"Horror, Sci-Fi, Thriller",R,96 min,"In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive.","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '26/100'}]","$5,624,282",26,"23,228",23 Jan 1998,https://m.media-amazon.com/images/M/MV5BYzA0NjY2OTEtMGNiZS00NDFiLWI2M2UtY2ExMzNmNTAzYzU4XkEyXkFqcGc@._V1_SX300.jpg,5.4
886,A Life Less Ordinary,1,1,1997,"http://us.imdb.com/M/title/exact?Life+Less+Ordinary,+A+(1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,1997,"Comedy, Crime, Fantasy",R,103 min,"Upon being fired, a desperate guy kidnaps a daughter of his former boss. Two angels are sent to Earth to check if love is possible in this case.","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '37/100'}]","$4,366,722",37,"37,567",24 Oct 1997,https://m.media-amazon.com/images/M/MV5BOTJkYWE2ODYtMDUxOC00ZWY4LTk4YTQtNWIxNzMwZjRiN2YxXkEyXkFqcGc@._V1_SX300.jpg,6.3
887,Eve's Bayou ,1,1,1997,http://us.imdb.com/M/title/exact?Eve's+Bayou+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1997,Drama,R,108 min,"What did little Eve see--and how will it haunt her? Husband, father and womanizer, Louis Batiste, is the head of an affluent family, but it's the women who rule this gothic world of secrets, lies and mystic forces.","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '78/100'}]","$14,842,388",78,"11,944",07 Nov 1997,https://m.media-amazon.com/images/M/MV5BMzA4NmEyOWUtYjQ4Yi00MWU1LTk1YTUtZDM2NGVjOTgzYmVkXkEyXkFqcGc@._V1_SX300.jpg,7.2
888,One Night Stand ,1,1,1997,http://us.imdb.com/M/title/exact?One+Night+Stand+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1997,"Drama, Romance",R,102 min,"Max has a one night stand with Karen in New York City. He returns to his wife, two kids and career in Los Angeles but is affected. A year later, Max and Karen meet again by chance, but this time they're with their spouses.","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]","$2,642,983",N/A,"7,304",17 Sep 1997,https://m.media-amazon.com/images/M/MV5BZGUwNjQ1NDgtZjZiMy00YjIyLWE5ZGItZTAwMzQ5NzYzNWUzXkEyXkFqcGc@._V1_SX300.jpg,5.9
889,The Tango Lesson,1,1,1997,"http://us.imdb.com/M/title/exact?Tango+Lesson,+The+(1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1997,"Drama, Music, Romance",PG,100 min,A scriptwriter comes to Paris to work on her film. There she takes up tango lessons and forms a relationship with the dancer.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","$1,080,192",65,"2,487",14 Nov 1997,https://m.media-amazon.com/images/M/MV5BZDg4YzhkYTItMzYwYy00YzgwLThlZjItNTIwZGVhZmRjMmQwXkEyXkFqcGc@._V1_SX300.jpg,6.7
